,50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
239,,,,,,,,,,,,,,,,,,0.46763,,,,,,,,,,,,02d2500b-eab4-4958-97f0-7775f993ac64,796,,,"[62.8, 13.3]",3754008,22,,,,,-2.1293957,,Right Foot,,,,"[57.8, 5.3]",,Ground Pass,,9.433981,,,,Patrick van Aanholt,,,,,,,1,From Goal Kick,Fabio Borini,7171.0,Center Forward,49,Sunderland,41,"['50abdde5-2be4-444d-8bce-8c874a113358', 'b833a9de-2fa9-4397-b48d-0ec0358ba676']",55,,,,,,,,,,,,,,,,Sunderland,41,00:22:55.732,Pass,True
240,,,,,,,,,,,,,,,,,,0.985354,,,,,,,,,,,,5359ac28-5cc5-4082-8576-f6153d5f9520,798,,,"[57.8, 5.3]",3754008,22,,,,,1.6627026,,Left Foot,,,,"[55.8, 27.0]",,Ground Pass,,21.791971,,,,Yann Gérard M''Vila,,,,,,,1,From Goal Kick,Patrick van Aanholt,3321.0,Left Back,49,Sunderland,41,['94bf4dba-5cd7-42d0-bc52-b21f29745641'],56,,,,,,,,,,,,,,,,Sunderland,41,00:22:56.200,Pass,
241,,,,,,,,,,,,,,,,,,0.766005,,,,,,,,,,,,3eb0ea03-6da3-4779-962b-fd9a497ec2f5,801,,,"[55.8, 35.8]",3754008,22,,,,,0.7111547,,Right Foot,,,,"[62.3, 41.4]",,Ground Pass,,8.579627,,,,Adam Johnson,,,,,,,1,From Goal Kick,Yann Gérard M''Vila,4429.0,Right Center Midfield,49,Sunderland,41,['cc75e5a7-2eaa-4406-8800-87b462a76b20'],58,,,,,,,,,,,,,,,,Sunderland,41,00:22:58.558,Pass,
242,,,,,,,,,,,,,,,,,,2.890387,,,,,,,,,,,,1ea3f639-0738-4595-b53d-a9a502fc4f98,805,,,"[69.4, 46.8]",3754008,23,,,,,1.0789871,,Left Foot,,,,"[84.4, 74.8]",,Ground Pass,,31.764761,,,,Billy Jones,,,,,,,1,From Goal Kick,Adam Johnson,42902.0,Right Midfield,49,Sunderland,41,"['23507e47-9656-4ff1-ad94-b4c91889fffd', '986b83e9-b76b-41c7-9d01-32b6d13e0cc1']",0,,,,,,,,,,,,,,,,Sunderland,41,00:23:00.890,Pass,True
243,,,,,,,,,,,,,,,,,,1.294476,,,,,,,,,,,,0dddc850-ba08-46de-8cc9-d267f4146ab2,808,,,"[89.4, 74.3]",3754008,23,,,,,-3.0118902,,Right Foot,,,,"[77.9, 72.8]",,Ground Pass,,11.597413,,,,Yann Gérard M''Vila,,,,,,,1,From Goal Kick,Billy Jones,10503.0,Right Back,49,Sunderland,41,['42167c4c-ff3c-4f9c-b0de-9dc43a1efb3e'],5,,,,,,,,,,,,,,,,Sunderland,41,00:23:05.635,Pass,
244,,,,,,,,,,,,,,,,,,0.945376,,,,,,,,,,,,673cf3c6-8602-4c97-8332-4f824105f668,811,,,"[78.2, 73.9]",3754008,23,,,,,-2.082027,,Right Foot,,,,"[71.3, 61.6]",,Ground Pass,,14.103191,,,,Adam Johnson,,,,,,,1,From Goal Kick,Yann Gérard M''Vila,4429.0,Right Center Midfield,49,Sunderland,41,['915b548e-3b25-4ebe-add0-6a6d8db7ab7f'],7,,,,,,,,,,,,,,,,Sunderland,41,00:23:07.566,Pass,
245,,,,,,,,,,,,,,,,,,0.73469,,,,,,,,,,,,5b106157-d17a-41e8-ad08-ec3ebaa10e75,814,,,"[69.7, 63.4]",3754008,23,,,,,1.4241298,,Left Foot,,,,"[71.0, 72.2]",,Ground Pass,,8.895505,,,,Yann Gérard M''Vila,,,,,,,1,From Goal Kick,Adam Johnson,42902.0,Right Midfield,49,Sunderland,41,['e4b0ff6e-08ca-4802-ab99-0f16f1ada068'],9,,,,,,,,,,,,,,,,Sunderland,41,00:23:09.305,Pass,
246,,,,,,,,,,,,,,,,,,3.712537,,,,,,,,,,,,1d4b2767-619c-4e0f-b9b0-0cd2b510022f,817,,,"[70.4, 74.8]",3754008,23,,,,,-0.35533336,4a7210dc-7250-482b-bd60-07b02cd495f6,Right Foot,,,,"[111.9, 59.4]",,High Pass,,44.265224,,,,Jeremain Lens,True,,,,,,1,From Goal Kick,Yann Gérard M''Vila,4429.0,Right Center Midfield,49,Sunderland,41,['1e30ecc1-7b1f-4749-9873-22d5275d4e16'],11,,,,,,,,,,,,,,,,Sunderland,41,00:23:11.734,Pass,
247,,,,,,,,,,,,,,,,,,1.843339,,,,,,,,,,,,e1a7e33d-0f6d-4b70-b0d0-0f338a095d11,821,,,"[21.7, 22.0]",3754008,23,,,,,-0.059757825,,Head,,,,"[33.4, 21.3]",,Low Pass,,11.7209215,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Michael Carrick,4751.0,Right Defensive Midfield,49,Sunderland,41,['35d84876-0aa9-4b1d-8479-bbf4c191f4ba'],19,,,,,,,,,,,,,,,,Manchester United,39,00:23:19.006,Pass,
248,,,,,,,,,,,,,,,,,,1.383332,,,,,,,,,,,,9da15021-cec5-4738-9b1e-32d0c4318170,829,,,"[48.2, 13.9]",3754008,23,,,,,-0.5097315,,Right Foot,,,,"[64.3, 4.9]",,Ground Pass,,18.444782,,,,Wayne Mark Rooney,,,,,,,1,From Counter,Memphis Depay,2988.0,Left Wing,50,Manchester United,39,['6db3cf69-028c-4af2-ad93-79062df59d4f'],25,,,,,,,,,,,,,,,,Manchester United,39,00:23:25.339,Pass,
249,,,,,,,,,,,,,,,,,,1.90258,,,,,,,,,,,,232152f0-dd83-42b7-ba0a-02737b97042f,832,,,"[77.5, 10.3]",3754008,23,,,,,0.38050637,,Right Foot,,,,"[104.5, 21.1]",,Ground Pass,,29.07989,,,,Anthony Martial,,,,,,,1,From Counter,Wayne Mark Rooney,3538.0,Center Attacking Midfield,50,Manchester United,39,['42edf55d-c7c7-4681-b667-464b3884d6d3'],28,,,,,,,,,,,,,,,,Manchester United,39,00:23:28.398,Pass,
250,,,,,,,,,,,,,,,,,,1.104415,,,,,,,,,,,,3ce9a7e2-4eb2-43c3-aadb-dcdd3a706194,836,,,"[106.5, 21.3]",3754008,23,,,,,2.146809,,Right Foot,,,,"[100.2, 31.0]",,Ground Pass,,11.566331,,Incomplete,,Wayne Mark Rooney,,,,,,,1,From Counter,Anthony Martial,20039.0,Center Forward,50,Manchester United,39,"['156ee1c8-7dde-46d3-9688-53205f22fbeb', '949cd411-8291-413c-8976-c5047974bdb4', 'd96da983-fee4-4bc8-a72e-aae7afd79c36']",33,,,,,,,,,,,,,,,,Manchester United,39,00:23:33.058,Pass,True
251,,,,,,,,,,,,,,,,,,2.952445,,,,,,,,,,,,949cd411-8291-413c-8976-c5047974bdb4,838,,,"[19.9, 49.1]",3754008,23,,,,,1.0131642,,Right Foot,,,,"[31.5, 67.7]",,Ground Pass,,21.920767,,,,Adam Johnson,,,,,,Recovery,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,51,Sunderland,41,"['3ce9a7e2-4eb2-43c3-aadb-dcdd3a706194', 'eb96dd30-b451-4140-9390-91f1469b2b98']",34,,,,,,,,,,,,,,,,Sunderland,41,00:23:34.162,Pass,
252,,,,,,,,,,,,,,,,,,0.889709,,,,,,,,,,,,f94b2123-8def-4082-b2e4-89ec33d6b1dd,841,,,"[32.1, 71.3]",3754008,23,,,,,-1.3101939,,Left Foot,,,,"[34.5, 62.3]",,Ground Pass,,9.314505,,,,Yann Gérard M''Vila,,,,,,,1,Regular Play,Adam Johnson,42902.0,Right Midfield,51,Sunderland,41,['ef219d61-b90a-4950-b8cc-40f545b475c7'],38,,,,,,,,,,,,,,,,Sunderland,41,00:23:38.578,Pass,
253,,,,,,,,,,,,,,,,,,0.995514,,,,,,,,,,,,3f0cc0c7-a582-422b-a93b-63804166f076,843,,,"[34.1, 62.0]",3754008,23,,,,,-0.49394137,,Right Foot,,,,"[49.7, 53.6]",,Ground Pass,,17.717787,,,,Fabio Borini,,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,51,Sunderland,41,['09829143-5914-44b7-b86c-af820b5ca7d2'],39,,,,,,,,,,,,,,,,Sunderland,41,00:23:39.468,Pass,
254,,,,,,,,,,,,,,,,,,0.522569,,,,,,,,,,,,061660ce-5595-4699-b795-0340636f4e65,846,,,"[44.6, 59.6]",3754008,23,,,,,-2.5183933,,Right Foot,,,,"[41.4, 57.3]",,Ground Pass,,3.940812,,,,Yann Gérard M''Vila,,,,,,,1,Regular Play,Fabio Borini,7171.0,Center Forward,51,Sunderland,41,['b94bc071-a438-47b8-916d-a446a4a0bcbd'],41,,,,,,,,,,,,,,,,Sunderland,41,00:23:41.615,Pass,
255,,,,,,,,,,,,,,,,,,2.507973,,,,,,,,,,,,4717bab4-ff6f-4b38-82a7-11333cc0c43a,850,,,"[37.1, 63.5]",3754008,23,,,,,1.0477287,,Right Foot,,,,"[45.0, 77.2]",,Ground Pass,,15.81455,,,,Adam Johnson,,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,51,Sunderland,41,"['0f0e8561-a978-4505-be07-a94ae7c9647c', 'dd1167d5-a444-49f1-b8ea-720423c9c1ab']",44,,,,,,,,,,,,,,,,Sunderland,41,00:23:44.420,Pass,True
256,,,,,,,,,,,,,,,,,,1.176881,,,,,,,,,,,,dfb2465e-2c57-44b0-8011-36961578225f,853,,,"[49.2, 77.5]",3754008,23,,,,,-2.80345,,Left Foot,,,,"[40.1, 74.3]",,Ground Pass,,9.646243,,,,Yann Gérard M''Vila,,,,,,,1,Regular Play,Adam Johnson,42902.0,Right Midfield,51,Sunderland,41,['f6e4b441-805e-45c0-bbcc-a99a33c1cc75'],48,,,,,,,,,,,,,,,,Sunderland,41,00:23:48.781,Pass,
257,,,,,,,,,,,,,,,,,,1.761628,,,,,,,,,,,,52973836-460d-4933-a510-9be789e7b5ab,856,,,"[43.5, 71.8]",3754008,23,,,,,-1.9662048,,Right Foot,,,,"[29.1, 37.3]",,High Pass,,37.38462,,,,Younes Kaboul,,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,51,Sunderland,41,['0fa3b659-9347-4b2f-afda-92f65f96b50d'],51,,,,,,,,,,,,,,,,Sunderland,41,00:23:51.995,Pass,
258,,,,,,,,,,,,,,,,,,0.816346,,,,,,,,,,,,4826d218-ea4e-4559-bdef-6748e5f08820,868,,,"[92.5, 6.8]",3754008,24,,,,,2.016902,,Right Foot,,,,"[89.2, 13.7]",,Ground Pass,,7.648529,,,,Jeremain Lens,,,,,,Recovery,1,Regular Play,Younes Kaboul,4746.0,Left Center Back,51,Sunderland,41,['1b2593a1-f6a0-46e6-81ba-0941b1391806'],10,,,,,,,,,,,,,,,,Sunderland,41,00:24:10.162,Pass,
259,,,,,,,,,,,,,,,,,,1.829839,,,,,,,,,,,,7d4fa689-bd74-44a9-a6e8-635eb0da2eea,871,,,"[90.3, 17.7]",3754008,24,,,,,1.9138203,,Right Foot,,,,"[82.8, 38.7]",,Ground Pass,,22.299103,,,,Yann Gérard M''Vila,,,,,,,1,Regular Play,Jeremain Lens,16457.0,Left Midfield,51,Sunderland,41,['294a62de-b5fc-4354-998d-a2e78549f862'],11,,,,,,,,,,,,,,,,Sunderland,41,00:24:11.881,Pass,
260,,,,,,,,,,,,,,,,,,1.164634,,,,,,,,,,,,eb6603ae-1b83-44c5-9de1-137418a0e4de,873,,,"[83.2, 39.9]",3754008,24,,,,,0.7163835,,Right Foot,,,,"[94.8, 50.0]",,Low Pass,,15.380833,,Incomplete,,,,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,51,Sunderland,41,['cb0e002c-dc48-424a-9f7a-ec106f23a8b8'],13,,,,,,,,,,,,,,,,Sunderland,41,00:24:13.711,Pass,
261,,,,,,,,,,,,,,,,,,1.668486,,,,,,,,,,,,e0a38d46-8bc3-4bb9-8d50-0188459c6624,881,,,"[90.6, 49.7]",3754008,24,,,,,-1.6316348,,Left Foot,,,,"[89.4, 30.0]",,Ground Pass,,19.736515,,Incomplete,,Ola Toivonen,,,,,,,1,Regular Play,Adam Johnson,42902.0,Right Midfield,51,Sunderland,41,"['9437e7fe-afe0-4a69-a743-62dec4bb8c68', 'c7419e5e-449e-452b-ba7d-3284836211fd']",17,,,,,,,,,,,,,,,,Sunderland,41,00:24:17.356,Pass,
262,,,,,,,,,,,,,,,,,,1.020293,,,,,,,,,,,,c7419e5e-449e-452b-ba7d-3284836211fd,883,,,"[30.7, 50.1]",3754008,24,,,,,-0.41965085,,Left Foot,,,,"[43.7, 44.3]",,Ground Pass,,14.2351675,,,,Wayne Mark Rooney,,,,,,Recovery,1,Regular Play,Juan Manuel Mata García,3294.0,Right Wing,51,Sunderland,41,"['e0a38d46-8bc3-4bb9-8d50-0188459c6624', 'e800009e-ee80-4f57-85aa-8405dcdaa0dd']",19,,,,,,,,,,,,,,,,Manchester United,39,00:24:19.024,Pass,
263,,,,,,,,,,,,,,,,,,1.084368,,,,,,,,,,,,a86bfb1f-4b03-4a41-bee0-680c0f81c625,886,,,"[43.2, 45.8]",3754008,24,,,,,-1.3920033,,Right Foot,,,,"[44.7, 37.5]",,Ground Pass,,8.434453,,Incomplete,,Juan Manuel Mata García,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Center Attacking Midfield,51,Sunderland,41,"['04338487-699c-4a58-9750-5ed52ea84145', '8c884404-b7da-4b93-ae62-77b1dced005d']",21,,,,,,,,,,,,,,,,Manchester United,39,00:24:21.123,Pass,
264,,,,,,,,,,,,,True,,,,,0.916009,,,,,,,,,,,,04338487-699c-4a58-9750-5ed52ea84145,889,,,"[75.4, 42.6]",3754008,24,,,,,1.9454775,,Left Foot,,,,"[71.9, 51.5]",,Ground Pass,,9.563472,,,,Yann Gérard M''Vila,,,,,,Interception,1,Regular Play,Lee Cattermole,10783.0,Center Defensive Midfield,51,Sunderland,41,"['a86bfb1f-4b03-4a41-bee0-680c0f81c625', 'b2d74548-1a99-4289-a57d-8bcfbd15f95b']",22,,,,,,,,,,,,,,,,Sunderland,41,00:24:22.208,Pass,
265,,,,,,,,,,,,,,,,,,1.124604,,,,,,,,,,,,d9182648-7e21-4df7-bd6a-108c128569f7,892,,,"[75.8, 47.6]",3754008,24,,,,,-1.5150403,,Right Foot,,,,"[77.0, 26.1]",,Ground Pass,,21.533463,,,,Ola Toivonen,,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,51,Sunderland,41,['76db6226-9546-46c8-a980-861952147d38'],24,,,,,,,,,,,,,,,,Sunderland,41,00:24:24.866,Pass,
266,,,,,,,,,,,,,,,,,,1.087439,,,,,,,,,,,,22b1bb22-8656-4712-bde5-3e8248a857e6,895,,,"[70.1, 20.2]",3754008,24,,,,,-0.8745231,,Right Foot,,,,"[80.8, 7.4]",,Ground Pass,,16.683226,,,,Patrick van Aanholt,,,,,,,1,Regular Play,Ola Toivonen,4417.0,Left Center Midfield,51,Sunderland,41,['0caf7096-3dda-4ff7-914a-437830358de0'],28,,,,,,,,,,,,,,,,Sunderland,41,00:24:28.050,Pass,
267,,,,,,,,,,,,,,,,,,1.28528,,,,,,,,,,,,916b38f4-ba38-403e-9402-ef226ed0c577,898,,,"[91.3, 15.6]",3754008,24,,,,,-2.454775,,Left Foot,,,,"[81.3, 7.4]",,Ground Pass,,12.932131,,,,Ola Toivonen,,,,,,,1,Regular Play,Patrick van Aanholt,3321.0,Left Back,51,Sunderland,41,['030ad8fa-6b73-4bbd-b536-93d45333c828'],33,,,,,,,,,,,,,,,,Sunderland,41,00:24:33.388,Pass,
268,,,,,,,,,,,,,,,,,,1.565745,,,,,,,,,,,,ab10ebd8-b2f6-4902-8fa8-019fee4baeb5,900,,,"[81.4, 7.7]",3754008,24,,,,,-0.40975794,,Right Foot,,,,"[91.3, 3.4]",,Ground Pass,,10.793516,,,,Jeremain Lens,,,,,,,1,Regular Play,Ola Toivonen,4417.0,Left Center Midfield,51,Sunderland,41,['22511217-e259-4dbf-b807-83587289c65e'],34,,,,,,,,,,,,,,,,Sunderland,41,00:24:34.673,Pass,
269,,,,,,,,,,,,,,,,,,0.925075,,,,,,,,,,,,2b545c4a-45bf-474d-8f8c-05e1465184f2,903,,,"[91.0, 3.5]",3754008,24,,,,,1.4668776,,Right Foot,,,,"[92.7, 19.8]",,Ground Pass,,16.38841,,,,Patrick van Aanholt,,,,,,,1,Regular Play,Jeremain Lens,16457.0,Left Midfield,51,Sunderland,41,['26fa286c-964a-4edb-b878-9994d39b869c'],37,,,,,,,,,,,,,,,,Sunderland,41,00:24:37.034,Pass,
270,,,,,,,,,,,,,,,,,,0.872365,,,,,,,,,,,,4f67beba-6517-49ca-8a26-84f10770e5e1,911,,,"[30.9, 55.5]",3754008,24,,,,,0.071771935,,Right Foot,,,,"[46.2, 56.6]",,Ground Pass,,15.339492,,,,Wayne Mark Rooney,,,,,,,1,Regular Play,Michael Carrick,4751.0,Right Defensive Midfield,52,Manchester United,39,['c43ecd7b-2a55-4961-aac9-38f0191e3591'],41,,,,,,,,,,,,,,,,Manchester United,39,00:24:41.516,Pass,
271,,,,,,,,,,,,,,,,,,1.082805,,,,,,,,,,,,ba2171b4-254e-4b83-b009-55e3053a95a6,918,,,"[99.1, 57.0]",3754008,24,,,,,-1.2662854,,Right Foot,,,,"[105.7, 36.0]",,Low Pass,,22.012724,,Incomplete,,Anthony Martial,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Center Attacking Midfield,52,Manchester United,39,"['208f294e-12bb-4830-b42b-5c3be1da325b', 'bea125dc-af0e-4465-b96e-8a954ff040d4']",48,,,,,,,,,,,,,,,,Manchester United,39,00:24:48.389,Pass,
272,,,,,,,,,,,,,,,,,,1.101352,,,,,,,,,,,,f9fe2c64-b1ba-42eb-8bfc-6804096e9aeb,925,,,"[120.0, 80.0]",3754008,25,,,,,-1.7100756,,Right Foot,,,,"[115.5, 47.9]",,High Pass,,32.413887,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Memphis Depay,2988.0,Left Wing,53,Manchester United,39,['8b9ce9dd-ffbf-4940-8a6e-8116ca552ad1'],29,,,,,,,,,,,,,,,,Manchester United,39,00:25:29.395,Pass,
273,,,,,,,,,,,,,,,,,,2.094673,,,,,,,,,,,,bae88f29-2078-498c-8880-8341f9dc0f20,929,,,"[7.0, 36.1]",3754008,26,,True,,,-0.668048,,Right Foot,,,,"[47.3, 4.3]",,High Pass,,51.335464,,,,Ola Toivonen,,,,,,Goal Kick,1,From Goal Kick,Costel Fane Pantilimon,6871.0,Goalkeeper,54,Sunderland,41,['7caf1bc7-8a53-4a96-8eda-c1f63bb22ede'],12,,,,,,,,,,,,,,,,Sunderland,41,00:26:12.295,Pass,
274,,,,,,,,,,,,,,,,,,0.17536,,,,,,,,,,,,412822b8-af5c-40ab-be51-40e91e0694c1,931,,,"[50.3, 5.3]",3754008,26,,,,,0.66104317,,Right Foot,,,,"[54.8, 8.8]",,Ground Pass,,5.700877,,Incomplete,,Fabio Borini,,,,,,,1,From Goal Kick,Ola Toivonen,4417.0,Left Center Midfield,54,Sunderland,41,"['9117150b-b661-40fc-8964-2d24e7d4ba72', 'bfab0fbf-8806-4f4e-95ee-210e39b994f7']",15,,,,,,,,,,,,,,,,Sunderland,41,00:26:15.602,Pass,
275,,,,,,,,,,,,,,,,,,0.526768,,,,,,,,,,,,6ff10253-5b14-426f-be45-bf1f13b30493,934,,,"[64.3, 62.4]",3754008,26,,,,,-0.9312091,,Right Foot,,,,"[70.4, 54.2]",,Ground Pass,,10.220078,,,,Wayne Mark Rooney,,,,,,Recovery,1,Regular Play,Morgan Schneiderlin,3600.0,Left Defensive Midfield,55,Manchester United,39,['95cccf57-72f8-4935-bfc3-fc36b70780c2'],17,,,,,,,,,,,,,,,,Manchester United,39,00:26:17.103,Pass,
276,,,,,,,,,,,,,,,,,,2.335032,,,,,,,,,,,,bbd360b2-a7bc-465a-92c2-34ca417ea793,937,,,"[69.7, 54.2]",3754008,26,,,,,-1.9959503,,Right Foot,,,,"[55.8, 23.5]",,Ground Pass,,33.70015,,,,Matteo Darmian,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Center Attacking Midfield,55,Manchester United,39,['e0fc9750-9e87-4f0e-9683-e756a20b981e'],19,,,,,,,,,,,,,,,,Manchester United,39,00:26:19.467,Pass,
277,,,,,,,,,,,,,,,,,,1.352493,,,,,,,,,,,,ebaf44f6-a19a-402e-8503-e8ae839a387f,940,,,"[56.1, 19.2]",3754008,26,,,,,-0.5996843,,Right Foot,,,,"[75.7, 5.8]",,Ground Pass,,23.742788,,,,Memphis Depay,,,,,,,1,Regular Play,Matteo Darmian,4587.0,Left Back,55,Manchester United,39,['f1e1f5d8-2273-4647-a679-10d2120c8552'],22,,,,,,,,,,,,,,,,Manchester United,39,00:26:22.812,Pass,
278,,,,,,,,,,,,,,,,,,1.481794,,,,,,,,,,,,4d563048-1363-4b8d-ad3d-8438d21fe938,944,,,"[76.7, 7.4]",3754008,26,,,,,2.9427068,,Right Foot,,,,"[63.8, 10.0]",,Ground Pass,,13.159408,,,,Matteo Darmian,,,,,,,1,Regular Play,Memphis Depay,2988.0,Left Wing,55,Manchester United,39,"['5f45ccc9-c55f-41f9-a3fe-a9f48442af3b', '82d7bf6b-edf8-4350-9cf4-be3c2161c145']",24,,,,,,,,,,,,,,,,Manchester United,39,00:26:24.205,Pass,True
279,,,,,,,,,,,,,,,,,,0.984363,,,,,,,,,,,,e5024177-a5e7-4650-ac3c-968b4d9f9335,947,,,"[69.8, 13.3]",3754008,26,,,,,-0.6191157,,Right Foot,,,,"[86.5, 1.4]",,Ground Pass,,20.506096,,,,Memphis Depay,,,,,,,1,Regular Play,Matteo Darmian,4587.0,Left Back,55,Manchester United,39,['6815b96c-919e-4fc7-b725-36bd85fdfeba'],29,,,,,,,,,,,,,,,,Manchester United,39,00:26:29.610,Pass,
280,,,,,,,,,,,,,,,,,,0.453837,,,,,,,,,,,,51810d9c-1066-47b5-a875-954eec364518,956,,,"[22.3, 74.8]",3754008,26,,,,,-1.2120256,,Right Foot,,,,"[24.4, 69.2]",,Ground Pass,,5.9808025,,,,Yann Gérard M''Vila,,,,,,Recovery,1,Regular Play,Billy Jones,10503.0,Right Back,56,Sunderland,41,['b2a38d96-618e-488a-b781-543bd6210898'],34,,,,,,,,,,,,,,,,Sunderland,41,00:26:34.665,Pass,
281,,,,,,,,,,,,,,,,,,1.147472,,,,,,,,,,,,1b8a74a0-929b-4b7b-9171-3d2016edbd16,963,,,"[41.9, 64.9]",3754008,26,,,,,0.8348627,,Right Foot,,,,"[51.5, 75.5]",,Ground Pass,,14.301049,,,,Fabio Borini,,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,56,Sunderland,41,['98a74555-1f05-4d0d-8240-1239d0958fa7'],40,,,,,,,,,,,,,,,,Sunderland,41,00:26:40.059,Pass,
282,,,,,,,,,,,,,,,,,,1.867752,,,,,,,,,,,,a4bf8f65-b83f-4bcb-8235-9f7eb2d07b80,973,,,"[63.8, 36.9]",3754008,26,,,,,-1.407556,,Right Foot,,,,"[69.4, 2.9]",,Ground Pass,,34.45809,,,,Matteo Darmian,,,,,,Free Kick,1,From Free Kick,Michael Carrick,4751.0,Right Defensive Midfield,58,Manchester United,39,['47aeaa1f-8536-4151-b92d-1701d63c750f'],58,,,,,,,,,,,,,,,,Manchester United,39,00:26:58.729,Pass,
283,,,,,,,,,,,,,,,,,,0.623382,,,,,,,,,,,,e77d05ec-7582-444e-82ee-c7c4538c130d,976,,,"[71.6, 7.3]",3754008,27,,,,,0.3698064,,Right Foot,,,,"[89.4, 14.2]",,Ground Pass,,19.090574,,,,Wayne Mark Rooney,,,,,,,1,From Free Kick,Matteo Darmian,4587.0,Left Back,58,Manchester United,39,['697cf9a9-cff9-492c-a577-871bb9422b14'],1,,,,,,,,,,,,,,,,Manchester United,39,00:27:01.589,Pass,
284,,,,,,,,,,,,,,,,,,1.843269,,,,,,,,,,,,5bc1a806-03c4-48cf-bc1e-7ff726fcfe73,979,,,"[92.4, 26.2]",3754008,27,,,,,2.1025205,,Right Foot,,,,"[82.4, 43.2]",,Ground Pass,,19.723083,,,,Michael Carrick,,,,,,,1,From Free Kick,Wayne Mark Rooney,3538.0,Center Attacking Midfield,58,Manchester United,39,['0ec184f7-4a0d-4d30-b384-58ad793d03df'],6,,,,,,,,,,,,,,,,Manchester United,39,00:27:06.799,Pass,
285,,,,,,,,,,,,,,,,,,0.924064,,,,,,,,,,,,4c07a529-b282-4c7e-b8a4-2e1f59a76ada,981,,,"[82.6, 43.8]",3754008,27,,,,,-0.94729257,,Right Foot,,,,"[97.2, 23.5]",,Ground Pass,,25.005,,,,Memphis Depay,,,,,,,1,From Free Kick,Michael Carrick,4751.0,Right Defensive Midfield,58,Manchester United,39,['45f8bbda-126a-470c-91e2-052fca1cbe87'],8,,,,,,,,,,,,,,,,Manchester United,39,00:27:08.642,Pass,
286,,,,,,,,,,,,,,,,,,1.611112,,,,,,,,,,,,6ea0170f-baac-4562-ab29-95f690b5819b,983,,,"[97.2, 23.7]",3754008,27,,,,,1.1795608,,Right Foot,,,,"[103.8, 39.7]",,Low Pass,,17.307802,,Incomplete,,Wayne Mark Rooney,,,,,,,1,From Free Kick,Memphis Depay,2988.0,Left Wing,58,Manchester United,39,"['1b51bd1e-b9a5-4dab-af87-7b04fb4d8995', '654d295a-7d20-4c45-bce8-7933d30212f6']",9,,,,,,,,,,,,,,,,Manchester United,39,00:27:09.566,Pass,
287,,,,,,,,,,,,,,,,,,0.970975,,,,,,,,,,,,e5c337a6-475f-4003-9148-8a9a33777806,990,,,"[58.8, 35.1]",3754008,27,,,,,-2.9255078,,Left Foot,,,,"[46.5, 32.4]",,Ground Pass,,12.592855,,,,Daley Blind,,,,,,,1,From Free Kick,Morgan Schneiderlin,3600.0,Left Defensive Midfield,58,Manchester United,39,['f6960302-ec62-415b-833d-bccff9d8ffc1'],16,,,,,,,,,,,,,,,,Manchester United,39,00:27:16.772,Pass,
288,,,,,,,,,,,,,,,,,,1.395535,,,,,,,,,,,,6084143d-27ef-463c-ae43-8eb7a52dac86,993,,,"[48.2, 30.4]",3754008,27,,,,,1.1373771,,Left Foot,,,,"[56.9, 49.2]",,Ground Pass,,20.715454,,,,Michael Carrick,,,,,,,1,From Free Kick,Daley Blind,3311.0,Left Center Back,58,Manchester United,39,['cb20c2e6-4213-401e-a1b7-914d229ccf80'],19,,,,,,,,,,,,,,,,Manchester United,39,00:27:19.095,Pass,
